Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-Nov-04,2038.4,2098,2033.05,2090.85,2076.560193,247695,8084,514353577,44721,18.05,64.95,52.45
25-Nov-04,2036,2049.65,2022,2031.2,2031.80974,125838,4880,255678874,32817,26.08,27.65,-4.8
24-Nov-04,2035,2039.95,2020.1,2023.25,2028.762997,182162,5928,369563525,63046,34.61,19.85,-11.75
23-Nov-04,2030.05,2044,2021,2030.75,2035.150458,339955,8064,691859574,101389,29.82,23,0.7
22-Nov-04,2048,2055,2008,2026.35,2024.657106,232439,7412,470609273,89486,38.5,47,-21.65
19-Nov-04,2070,2076,2051,2055.15,2063.403223,127329,5243,262731069,16018,12.58,25,-14.85
18-Nov-04,2081,2081,2058,2066.85,2066.808975,213674,7005,441623341,36407,17.04,23,-14.15
17-Nov-04,2041,2076.8,2037.1,2072.8,2062.159231,223650,8175,461201912,40897,18.29,39.7,31.8
16-Nov-04,2037.7,2054.7,2028,2048.8,2044.037997,309893,8358,633433067,133507,43.08,26.7,11.1
12-Nov-04,2045,2048,2011.15,2025.45,2030.767735,111149,4615,225717803,17327,15.59,36.85,-19.55
11-Nov-04,2044,2045,2011.1,2016.7,2023.64395,299986,9956,607064854,73849,24.62,33.9,-27.3
10-Nov-04,2045,2049.9,2015,2039.65,2027.829792,548728,14415,1112726986,118716,21.63,34.9,-5.35
09-Nov-04,2020,2048.65,2005.15,2035.25,2028.589138,712684,13632,1445743021,161696,22.69,43.5,15.25
08-Nov-04,1949,2070,1949,2018.05,2030.424827,886393,19322,1799754354,344399,38.85,121,69.05
05-Nov-04,1998,2001.9,1962.65,1976.1,1974.079383,353349,10737,697538976,117401,33.23,39.25,-21.9
04-Nov-04,1975,2005,1975,1988.25,1990.595805,584451,14461,1163405709,218555,37.39,30,13.25
03-Nov-04,1938,1976.5,1925,1961.65,1958.814403,627941,18126,1230019875,115080,18.33,51.5,23.65
02-Nov-04,1940,1940,1907.05,1910.05,1919.116866,359122,11130,689197087,99582,27.73,32.95,-29.95
01-Nov-04,1908,1954,1895,1947.1,1931.721005,450900,13270,871013001,100069,22.19,59,39.1
29-Oct-04,1938,1950,1900.2,1906.4,1924.033557,603842,16708,1161812271,144139,23.87,49.8,-31.6
28-Oct-04,1870,1958,1870,1948.25,1928.098528,889825,22757,1715670273,240273,27,88,78.25
27-Oct-04,1862,1881,1833,1868.4,1856.219709,367686,11795,682506000,54357,14.78,48,6.4
26-Oct-04,1825,1870,1822,1862.65,1848.971206,587693,15726,1086627435,217236,36.96,48,37.65
25-Oct-04,1794,1833,1794,1819.35,1818.067752,719944,16437,1308906970,320990,44.59,39,25.35
21-Oct-04,1765.05,1784.35,1754.05,1777.7,1770.157466,424447,12738,751338026,104285,24.57,30.3,12.65
20-Oct-04,1768.1,1794.9,1752.55,1758.95,1774.137043,611801,13185,1085418817,209832,34.3,42.35,-9.15
19-Oct-04,1770.1,1782,1746.5,1766.7,1763.372098,886616,15841,1563433916,400431,45.16,35.5,-3.4
18-Oct-04,1783,1795,1755,1761.6,1770.691193,459022,11704,812786213,163398,35.6,40,-21.4
15-Oct-04,1820,1839,1775.6,1784.5,1799.707175,379698,13218,683345215,78070,20.56,63.4,-35.5
14-Oct-04,1730,1827.8,1719.8,1815.7,1780.570722,999942,26279,1780467449,299627,29.96,108,85.7
12-Oct-04,1725,1744.85,1702.35,1712.25,1717.48798,957980,20547,1645319135,335296,35,42.5,-12.75
11-Oct-04,1710,1717,1680,1685.25,1694.119158,352406,10641,597017756,111584,31.66,37,-24.75
09-Oct-04,1702,1711.35,1696,1699.75,1702.423081,82632,4264,140674624,9780,11.84,15.35,-2.25
08-Oct-04,1708.8,1729,1700,1707.8,1715.219128,432071,12121,741096444,200335,46.37,29,-1
07-Oct-04,1682,1710,1680,1704.85,1697.884764,408864,10694,694203956,198224,48.48,30,22.85
06-Oct-04,1719.95,1722,1679,1685.85,1690.881192,570078,15242,963934168,224763,39.43,43,-34.1
05-Oct-04,1730,1740,1711.15,1717.45,1722.28518,327797,9820,564559915,119811,36.55,28.85,-12.55
04-Oct-04,1725,1746,1722,1726.65,1729.167085,382016,10969,660569493,160457,42,24,1.65
01-Oct-04,1697.9,1722,1695,1702.1,1706.374012,442646,12827,755319631,131222,29.64,27,4.2
30-Sep-04,1648,1702,1647,1695.2,1678.363621,754264,16695,1265929258,297277,39.41,55,47.2
29-Sep-04,1620,1645,1610.9,1639.7,1630.19428,499475,12996,814241288,193101,38.66,34.1,19.7
28-Sep-04,1626,1635,1608.1,1611.4,1619.281835,358416,10218,580376518,115257,32.16,26.9,-14.6
27-Sep-04,1615,1644.95,1614,1638.9,1626.320124,327148,11069,532047376,65850,20.13,30.95,23.9
24-Sep-04,1630,1646,1607.25,1613.5,1628.804041,487031,12421,793278061,176510,36.24,38.75,-16.5
23-Sep-04,1652.4,1656.05,1626,1630.05,1644.292285,1052658,13371,1730877428,717530,68.16,30.05,-22.35
22-Sep-04,1680,1680,1656,1663.8,1665.933684,456333,10420,760220516,183799,40.28,24,-16.2
21-Sep-04,1660,1681,1650,1676.2,1668.078593,715113,13305,1192864687,228207,31.91,31,16.2
20-Sep-04,1684,1684,1653.55,1657.55,1664.439848,483642,12618,804993017,174205,36.02,30.45,-26.45
17-Sep-04,1694,1696,1670.9,1689,1684.417368,375860,10750,633105112,50939,13.55,25.1,-5
16-Sep-04,1691,1702.8,1686,1694.6,1693.01916,399484,9391,676334066,143483,35.92,16.8,3.6
15-Sep-04,1710,1712,1688.3,1701.85,1699.017481,493234,12592,838013188,163209,33.09,23.7,-8.15
14-Sep-04,1688,1703.5,1675,1697.55,1692.972513,687857,13848,1164522994,191787,27.88,28.5,9.55
13-Sep-04,1652.5,1687.25,1650,1675.2,1677.548572,452905,11790,759770136,186458,41.17,37.25,22.7
10-Sep-04,1624,1659,1622.65,1652.1,1642.565593,360533,11262,592199101,95508,26.49,36.35,28.1
09-Sep-04,1630,1639,1616,1621.95,1623.169979,335070,7037,543875565,160275,47.83,23,-8.05
08-Sep-04,1622,1629.9,1612,1624.45,1621.039532,264213,6724,428299718,92331,34.95,17.9,2.45
07-Sep-04,1607,1620,1599.5,1616.45,1612.253829,174389,6767,281159333,24465,14.03,20.5,9.45
06-Sep-04,1601.7,1615,1596,1607.15,1609.01235,175872,5652,282980220,45796,26.04,19,5.45
03-Sep-04,1607.25,1611.9,1592.5,1606.7,1602.919769,254778,7675,408388693,65161,25.58,19.4,-0.55
02-Sep-04,1582,1614.45,1582,1603.1,1604.799277,513579,13028,824191208,185364,36.09,32.45,21.1
01-Sep-04,1580,1598.4,1575,1580.3,1581.37037,174420,5866,275822620,49682,28.48,23.4,0.3
31-Aug-04,1575,1589.9,1564,1574.9,1578.061084,248201,8354,391676339,39998,16.12,25.9,-0.1
30-Aug-04,1560,1580,1560,1575.35,1571.420231,204078,6643,320692298,42130,20.64,20,15.35
27-Aug-04,1550,1570,1541,1564.15,1554.187726,255814,8301,397582979,53515,20.92,29,14.15
26-Aug-04,1545,1557,1533.35,1545.2,1545.60012,487164,10906,752960737,164446,33.76,23.65,0.2
25-Aug-04,1562,1564.7,1515,1535.35,1530.355113,490878,14661,751217657,131253,26.74,49.7,-26.65
24-Aug-04,1563.8,1572.8,1547,1556,1559.331528,347949,11449,542567846,53234,15.3,25.8,-7.8
23-Aug-04,1553,1580.9,1550,1559.6,1564.023801,476922,14340,745917359,116112,24.35,30.9,6.6
20-Aug-04,1540,1553.4,1525.55,1547.05,1540.080519,421353,13673,648917547,71358,16.94,27.85,7.05
19-Aug-04,1490,1540,1490,1537.2,1523.409812,563337,15632,858193113,126833,22.51,50,47.2
18-Aug-04,1490,1497.8,1479,1487.5,1489.694243,358484,10256,534031551,56752,15.83,18.8,-2.5
17-Aug-04,1495,1505,1475,1481.45,1491.021806,313581,9137,467556109,75939,24.22,30,-13.55
16-Aug-04,1485,1492.85,1473.1,1487.3,1483.86415,300242,9827,445518340,61526,20.49,19.75,2.3
13-Aug-04,1495,1506,1475,1480,1488.628081,480210,13707,714854091,81111,16.89,31,-15
12-Aug-04,1505,1512.9,1488,1499.5,1502.154087,442692,13494,664991597,80983,18.29,24.9,-5.5
11-Aug-04,1535,1544,1494.1,1503.35,1525.603336,504394,13858,769505169,150690,29.88,49.9,-31.65
10-Aug-04,1538,1540,1517.5,1523.75,1527.978333,370048,10591,565425326,71538,19.33,22.5,-14.25
09-Aug-04,1514.45,1541.9,1497.1,1535.05,1522.813263,418197,12347,636835938,98369,23.52,44.8,20.6
06-Aug-04,1550,1564,1511.6,1526.3,1529.8948,497862,14818,761676485,109069,21.91,52.4,-23.7
05-Aug-04,1539.85,1564,1539,1556.95,1557.157169,351507,8387,547351645,129482,36.84,25,17.1
04-Aug-04,1568,1579,1525.55,1549.7,1555.106027,358823,9444,558007810,66936,18.65,53.45,-18.3
03-Aug-04,1560,1582,1556,1576.8,1572.818448,492499,12574,774611513,154935,31.46,26,16.8
02-Aug-04,1561,1567,1552,1556.45,1557.594843,408713,10709,636609261,109387,26.76,15,-4.55
30-Jul-04,1555,1565,1530,1553.75,1549.693051,529964,15231,821281528,113158,21.35,35,-1.25
29-Jul-04,1510,1540,1508,1533.65,1522.659076,434249,13132,661213181,85368,19.66,32,23.65
28-Jul-04,1485,1513.4,1477.25,1507.95,1496.745301,704522,18428,1054489993,177030,25.13,36.15,22.95
27-Jul-04,1460,1486.7,1457,1478.85,1476.616066,527388,14276,778749594,107513,20.39,29.7,18.85
26-Jul-04,1460,1465,1429.8,1458.75,1449.999484,255891,8759,371041818,51261,20.03,35.2,-1.25
23-Jul-04,1451,1464.5,1443,1454.75,1455.606462,406939,12403,592343038,78229,19.22,21.5,3.75
22-Jul-04,1452,1460,1430.2,1442,1444.98366,350919,12522,507072221,62678,17.86,29.8,-10
21-Jul-04,1455,1460,1425.1,1437.1,1441.765246,489121,15889,705197659,128527,26.28,34.9,-17.9
20-Jul-04,1451.3,1480,1443,1447.65,1454.782034,462178,13116,672368251,133422,28.87,37,-3.65
19-Jul-04,1477.5,1490.8,1466.8,1478.95,1479.69257,508627,16036,752611593,152387,29.96,24,1.45
16-Jul-04,1450,1485,1444.1,1477.95,1463.39739,869172,22432,1271944036,202005,23.24,40.9,27.95
15-Jul-04,1425,1449,1418,1443.25,1433.574726,470800,17121,674926981,84622,17.97,31,18.25
14-Jul-04,1426,1444,1414.6,1420.6,1427.308151,487187,18494,695365976,110562,22.69,29.4,-5.4
13-Jul-04,1400,1433,1390,1402.45,1412.286638,715527,26572,1010529221,231262,32.32,43,2.45
12-Jul-04,1398,1400,1363.5,1376.25,1380.065349,398828,15860,550408703,141316,35.43,36.5,-21.75
09-Jul-04,1324,1390,1281,1382.6,1359.5795,391520,13972,532302566,139850,35.72,109,58.6
08-Jul-04,1385,1418.85,1331.35,1351.45,1378.736171,813901,23076,1122154748,236564,29.07,87.5,-33.55
07-Jul-04,1410,1423,1384,1392.05,1405.288697,571110,19832,802574428,147813,25.88,39,-17.95
06-Jul-04,1435,1436,1406.05,1426.3,1419.390586,398977,14479,566304198,62177,15.58,29.95,-8.7
05-Jul-04,1434,1445,1420.1,1429.8,1433.916027,288389,12044,413525609,41856,14.51,24.9,-4.2
02-Jul-04,1400,1431,1376,1425.25,1415.741916,478031,17902,676768524,68681,14.37,55,25.25
01-Jul-04,1370.2,1417.65,1359.5,1409.45,1389.698761,517648,19989,719374784,82843,16,58.15,39.25
30-Jun-04,5605,5621,5500,5522.9,5559.305888,208086,18236,1156813725,48048,23.09,121,-82.1
29-Jun-04,5625,5657,5560.5,5587.4,5610.908007,265541,20520,1489926123,75428,28.41,96.5,-37.6
28-Jun-04,5549.9,5620,5515,5598.95,5565.515679,155050,15029,862933206,40299,25.99,105,49.05
25-Jun-04,5377.55,5497,5370,5478.1,5446.821799,151565,15958,825547546,21449,14.15,127,100.55
24-Jun-04,5301,5426,5301,5405.65,5369.273487,149517,14054,802797664,36089,24.14,125,104.65
23-Jun-04,5390,5400,5298,5325.05,5353.121204,156183,14269,836066529,31134,19.93,102,-64.95
22-Jun-04,5350,5395,5288,5375.95,5348.17859,129537,13822,692787010,14973,11.56,107,25.95
21-Jun-04,5289,5374,5266,5348.2,5343.143572,124586,13426,665680885,26635,21.38,108,59.2
18-Jun-04,5215,5294,5172,5264.9,5254.862484,152361,15182,800636103,21367,14.02,122,49.9
17-Jun-04,5150,5230.1,5132,5204,5171.07391,91530,10822,473308395,8553,9.34,98.1,54
16-Jun-04,5110,5174,5102,5143.4,5136.012441,102644,11438,527180861,6298,6.14,72,33.4
15-Jun-04,5005,5114,5005,5084.35,5072.256144,109083,11841,553296917,10431,9.56,109,79.35
14-Jun-04,5100,5125,4982,4996.2,5036.429974,110088,12531,554450503,18408,16.72,143,-103.8
11-Jun-04,5275,5298.85,5081,5108.25,5159.053754,170313,15879,878653922,43513,25.55,217.85,-166.75
10-Jun-04,5235.75,5285,5190.55,5270.55,5255.940422,99986,11258,525520459,8570,8.57,94.45,34.8
09-Jun-04,5210,5244.45,5185,5222.4,5215.213263,85036,10684,443480875,3617,4.25,59.45,12.4
08-Jun-04,5240,5259,5125,5182.55,5181.792157,159438,16411,826174578,24369,15.28,134,-57.45
07-Jun-04,5241,5305,5150,5201.8,5244.75359,145907,11837,765246262,37955,26.01,155,-39.2
04-Jun-04,5224,5247,5153,5218.8,5208.462288,161739,13087,842411482,22426,13.87,94,-5.2
03-Jun-04,5380,5384,5202.1,5231.55,5282.337181,164360,14911,868204939,30518,18.57,181.9,-148.45
02-Jun-04,5289,5385,5260,5340.1,5312.149396,113644,12138,603693906,22102,19.45,125,51.1
01-Jun-04,5231,5335,5231,5287.1,5288.715981,204937,15142,1083853587,51000,24.89,104,56.1
31-May-04,5000,5255,4900,5208.9,5145.771717,192756,17737,991878373,32449,16.83,355,208.9
28-May-04,5250,5361,5016.1,5056.85,5213.087787,228919,17819,1193374843,57156,24.97,344.9,-193.15
27-May-04,5270,5360,5242,5302.5,5301.014644,96829,9723,513291947,6777,7,118,32.5
26-May-04,5297,5335,5251,5288.1,5299.551595,134180,13270,711093833,14640,10.91,84,-8.9
25-May-04,5349,5399,5171,5359.05,5285.104627,181722,18362,960419783,18285,10.06,228,10.05
24-May-04,5000,5335,4985,5319.2,5219.723468,264736,21596,1381848712,50808,19.19,350,319.2
21-May-04,4925,4975,4856,4904.15,4909.534621,164206,12895,806175042,45096,27.46,119,-20.85
20-May-04,5050,5064,4916.55,4925.6,4960.13268,126914,10881,629510279,40414,31.84,147.45,-124.4
19-May-04,5000,5024,4840,4981.55,4938.376232,141123,13167,696918469,25996,18.42,184,-18.45
18-May-04,4600,4975,4600,4886.75,4835.251902,363732,19526,1758735845,167814,46.14,375,286.75
17-May-04,5055.55,5055.55,4200,4527.05,4695.488198,209204,13671,982314913,109248,52.22,855.55,-528.5
14-May-04,5230,5251,5065,5081.8,5151.027315,211786,15742,1090915471,79872,37.71,186,-148.2
13-May-04,5005,5270,4915,5199.35,5162.348314,163347,15211,843254110,35502,21.73,355,194.35
12-May-04,5060,5134,5040.3,5090.35,5085.857968,131696,11452,669787151,34379,26.1,93.7,30.35
11-May-04,5100,5118,5034,5054.85,5076.977695,192154,13383,975561572,79850,41.56,84,-45.15
10-May-04,5125,5218,5111,5126.4,5143.388753,89288,7731,459242895,30880,34.58,107,1.4
07-May-04,5270,5283.9,5207,5222.9,5231.962284,78534,7090,410886926,17228,21.94,76.9,-47.1
06-May-04,5300,5335,5285,5299.9,5304.13829,85805,7583,455121586,22752,26.52,50,-0.1
05-May-04,5240,5280,5212,5260.5,5247.55028,139400,9715,731508509,35261,25.29,68,20.5
04-May-04,5217,5270,5193.1,5216.4,5226.187844,102005,9599,533097291,13105,12.85,76.9,-0.6
03-May-04,5150,5199,5089,5183.1,5146.897798,162296,12758,835320925,36701,22.61,110,33.1
30-Apr-04,5044,5199,5010,5146.95,5134.662623,231456,16947,1188448472,75589,32.66,189,102.95
29-Apr-04,5080,5162.7,5016,5043.7,5084.876394,244940,18750,1245489624,60633,24.75,146.7,-36.3
28-Apr-04,5148,5170.05,5080,5097.55,5111.744809,148038,14116,756732478,32242,21.78,90.05,-50.45
27-Apr-04,5280,5300,5105,5135.35,5187.055663,176778,16350,916957326,57707,32.64,195,-144.65
23-Apr-04,5386,5455,5285,5303.95,5361.863752,230213,16647,1234370740,85218,37.02,170,-82.05
22-Apr-04,5430,5440,5371,5384.65,5396.258267,97558,8260,526448164,24595,25.21,69,-45.35
21-Apr-04,5382,5444,5350,5424.65,5408.933891,114689,9599,620345219,21396,18.66,94,42.65
20-Apr-04,5390,5430,5362.2,5380.2,5395.449247,120780,11535,651662360,24237,20.07,67.8,-9.8
19-Apr-04,5412,5412,5319,5359.25,5353.813572,111523,11039,597073351,15962,14.31,93,-52.75
17-Apr-04,5409,5410,5350,5391.85,5386.000487,53387,5597,287542408,10691,20.03,60,-17.15
16-Apr-04,5360,5469,5360,5392.25,5411.598715,234504,17843,1269041545,67628,28.84,109,32.25
15-Apr-04,5583,5600,5300,5334.7,5400.705044,527527,36919,2849017730,201482,38.19,300,-248.3
13-Apr-04,6000,6000,5354,5490.2,5450.732093,547201,37376,2982646052,134451,24.57,646,-509.8
12-Apr-04,5345,5358.85,5095,5139.85,5219.338379,218799,16278,1141986018,52349,23.93,263.85,-205.15
08-Apr-04,5325,5399,5299,5312.7,5342.112417,170801,14539,912438143,13262,7.76,100,-12.3
07-Apr-04,5360,5380,5270.7,5326.35,5319.74822,160652,14433,854628191,19005,11.83,109.3,-33.65
06-Apr-04,5400,5580,5245.1,5312.15,5375.263639,482588,28521,2594037729,111448,23.09,334.9,-87.85
05-Apr-04,5023,5245,5020,5172.2,5171.870311,227082,15484,1174438654,52030,22.91,225,149.2
02-Apr-04,5137.8,5150,4960,4999.85,5020.25519,285426,20755,1432911358,65948,23.11,190,-137.95
01-Apr-04,4960,5134.5,4960,5107.1,5067.92981,167703,13691,849907033,22227,13.25,174.5,147.1
31-Mar-04,5040,5050,4878,4938.15,4943.688725,260583,21361,1288241239,35245,13.53,172,-101.85
30-Mar-04,5240,5275,5011.15,5037.9,5138.539016,188115,14876,966636267,12458,6.62,263.85,-202.1
29-Mar-04,5290,5309,5156,5216.4,5208.154606,173040,11291,901219073,31638,18.28,153,-73.6
26-Mar-04,5280,5335,5225,5300,5292.10139,242776,14549,1284795207,51586,21.25,110,20
25-Mar-04,5044.7,5220,5031,5166.1,5123.842979,195604,12633,1002244182,46012,23.52,189,121.4
24-Mar-04,5180,5180,4995.2,5044.7,5054.704427,213206,17213,1077693312,23952,11.23,184.8,-135.3
23-Mar-04,5040,5230,5016.35,5157.5,5125.543285,203869,15701,1044939384,17782,8.72,213.65,117.5
22-Mar-04,5220,5220,5027.1,5081.6,5093.00898,148226,10431,754916349,10750,7.25,192.9,-138.4
19-Mar-04,4919,5228.6,4919,5186.75,5116.196703,355210,25245,1817324231,75884,21.36,309.6,267.75
18-Mar-04,5036,5088.7,4916,4924.9,5029.817468,220958,16660,1111378408,51853,23.47,172.7,-111.1
17-Mar-04,4975,5115,4969,5032.7,5044.452156,278227,19070,1403502790,69210,24.88,146,57.7
16-Mar-04,4902,4980,4836.2,4949.2,4909.009985,228833,19383,1123343482,32549,14.22,143.8,47.2
15-Mar-04,5125,5165,4900,4925.8,5051.303632,255714,16109,1291689057,32791,12.82,265,-199.2
12-Mar-04,4850,5143.8,4777.2,5059.8,4898.470351,442129,26062,2165755798,102504,23.18,366.6,209.8
11-Mar-04,4850,4919.9,4810,4853.85,4872.329406,247400,17695,1205414295,37699,15.24,109.9,3.85
10-Mar-04,4900,4954,4851,4888,4903.326132,257218,17138,1261223741,42774,16.63,103,-12
09-Mar-04,5075,5075,4870.55,4970.3,4944.425474,357615,23309,1768200716,62100,17.37,204.45,-104.7
08-Mar-04,5248,5250,5100.15,5108.15,5153.077347,210596,13207,1085217477,49751,23.62,149.85,-139.85
05-Mar-04,5310,5325,5225.15,5241.55,5265.35492,164747,10921,867451427,11845,7.19,99.85,-68.45
04-Mar-04,5200,5372.8,5168,5297,5301.882999,444049,21490,2354295844,158842,35.77,204.8,97
03-Mar-04,5305,5315,5145,5186.9,5203.749719,287972,15534,1498534214,52559,18.25,170,-118.1
01-Mar-04,5098,5340,5090,5322.2,5262.859336,249737,16598,1314330702,76724,30.72,250,224.2
27-Feb-04,4900,5098,4855,5071.9,4961.368328,268866,15389,1333943257,63118,23.48,243,171.9
26-Feb-04,4981,5050,4830.15,4857.15,4970.097218,225760,12648,1122049148,51640,22.87,219.85,-123.85
25-Feb-04,5050,5065,4932.2,4957.8,5006.330772,184698,12278,924659281,36218,19.61,132.8,-92.2
24-Feb-04,5070,5111,4925,5040.35,5022.681824,290094,18628,1457049861,62225,21.45,186,-29.65
23-Feb-04,5100,5165,5061,5080.95,5114.394771,234650,14897,1200092733,57098,24.33,104,-19.05
20-Feb-04,5122,5240,5011,5086,5113.637934,374802,23577,1916601725,60903,16.25,229,-36
19-Feb-04,5361,5361,5080.15,5095.75,5199.976744,248106,17408,1290145430,49481,19.94,280.85,-265.25
18-Feb-04,5445,5465,5320.15,5340.75,5399.390082,152555,10823,823703954,32091,21.04,144.85,-104.25
17-Feb-04,5360,5420.9,5345,5401.15,5386.607224,118569,10332,638684632,10150,8.56,75.9,41.15
16-Feb-04,5398,5437.8,5341,5350.4,5380.626394,156063,11503,839716697,22194,14.22,96.8,-47.6
13-Feb-04,5360,5429,5331,5377.4,5380.186019,216042,16728,1162346148,36667,16.97,98,17.4
12-Feb-04,5520,5524,5315,5354.05,5381.507508,467571,23665,2516236847,122322,26.16,209,-165.95
11-Feb-04,5550,5588,5441,5469.4,5502.008336,150548,11113,828316351,26028,17.29,147,-80.6
10-Feb-04,5710.1,5710.1,5490,5506.8,5566.210746,198879,13022,1107002427,32067,16.12,220.1,-203.3
09-Feb-04,5575,5714,5575,5655.65,5659.702116,207779,13570,1175967246,64703,31.14,139,80.65
06-Feb-04,5430,5600,5400,5575.75,5511.169035,237170,14601,1307083960,62529,26.36,200,145.75
05-Feb-04,5345,5548,5301,5461.95,5415.976128,345051,15909,1868787979,118655,34.39,247,116.95
04-Feb-04,5200,5424,5200,5369.35,5283.389012,129564,9717,684537014,31893,24.62,224,169.35
03-Feb-04,5228.4,5262,5142.1,5213.55,5205.529322,211363,13429,1100256294,54096,25.59,119.9,-14.85
30-Jan-04,5299.8,5345,5151,5195.15,5263.734015,145726,11277,767062903,12689,8.71,194,-104.65
29-Jan-04,5377,5398,5205,5265.15,5305.314193,179059,12623,949964254,31970,17.85,193,-111.85
28-Jan-04,5550,5560,5340,5438.35,5448.001885,154380,10854,841062531,27510,17.82,220,-111.65
27-Jan-04,5497,5625,5200,5591.3,5429.142287,154863,11203,840773262,21525,13.9,425,94.3
23-Jan-04,5230,5510,5209.9,5484.45,5319.59646,233169,13942,1240364987,55901,23.97,300.1,254.45
22-Jan-04,5439,5539.9,5050,5173.65,5313.671738,368054,17676,1955718138,100268,27.24,489.9,-265.35
21-Jan-04,5400,5552.8,5330,5370.4,5479.474404,166162,12020,910480426,21814,13.13,222.8,-29.6
20-Jan-04,5549,5618.7,5375,5391.65,5513.833875,157737,10486,869735614,25078,15.9,243.7,-157.35
19-Jan-04,5547,5560,5386,5501.55,5460.937033,169930,11553,927977030,39616,23.31,174,-45.45
16-Jan-04,5580,5580,5475,5525.4,5519.745981,167586,11957,925032150,31443,18.76,105,-54.6
15-Jan-04,5735,5750.05,5521,5553.1,5631.5092,192653,13018,1084927142,46298,24.03,229.05,-181.9
14-Jan-04,5775,5811,5680,5698.55,5741.571801,117492,8804,674588754,27779,23.64,131,-76.45
13-Jan-04,5750,5806,5688,5793.8,5766.096696,151195,10046,871804990,27180,17.98,118,43.8
12-Jan-04,5800,5850,5681,5720.75,5736.007013,119065,8978,682957675,22994,19.31,169,-79.25
09-Jan-04,5950,6129,5761,5805.8,5901.248321,367114,22922,2166430876,63516,17.3,368,-144.2
08-Jan-04,5700,5888,5700,5838.95,5824.979942,288660,15353,1681438710,76723,26.58,188,138.95
07-Jan-04,5690,5791,5592,5674.05,5687.545288,249901,15487,1421323255,43633,17.46,199,-15.95
06-Jan-04,5945.7,5950,5625.05,5654.65,5807.633233,168573,10568,979010157,27430,16.27,324.95,-291.05
05-Jan-04,5720,5932,5690,5892.35,5801.091272,142157,9932,824665732,16478,11.59,242,172.35
02-Jan-04,5645.25,5710,5617,5672.45,5666.846207,110720,7527,627433212,19533,17.64,93,27.2
01-Jan-04,5605,5653,5587,5632.05,5629.275672,77995,6262,439055356,8212,10.53,66,27.05
31-Dec-03,5539,5614,5505,5563.7,5576.030686,94375,7543,526237896,4093,4.34,109,24.7
30-Dec-03,5590,5675,5491,5513.45,5586.35617,149479,9953,835042934,13596,9.1,184,-76.55
29-Dec-03,5414,5520,5401,5489.1,5474.267967,127650,8363,698790306,18855,14.77,119,75.1
26-Dec-03,5402,5459,5366,5390.95,5414.390448,86918,6630,470607989,13351,15.36,93,-11.05
24-Dec-03,5480,5480,5350,5423.4,5407.336374,160735,10492,869148212,34426,21.42,130,-56.6
23-Dec-03,5335,5488,5317,5460.1,5414.873432,272771,17310,1477020441,38177,14,171,125.1
22-Dec-03,5260,5349,5205,5329.15,5276.868836,148730,9727,784828702,28907,19.44,144,69.15
19-Dec-03,5188,5324.5,5171.25,5255.85,5257.214561,209996,13799,1103994029,24238,11.54,153.25,67.85
18-Dec-03,5300,5300,5102.6,5120.5,5149.51996,175550,10757,903998229,34765,19.8,197.4,-179.5
17-Dec-03,5175,5200,5103,5122.1,5139.649102,158100,9971,812578523,20161,12.75,97,-52.9
16-Dec-03,5129,5249.8,5084,5232.85,5171.84085,255621,15576,1322031130,33223,13,165.8,103.85
15-Dec-03,5082.1,5158,5060.1,5143.95,5118.936174,120765,7880,618188327,23149,19.17,97.9,61.85
12-Dec-03,5020,5049,4970,5030.75,5015.936781,131257,8745,658376814,27458,20.92,79,10.75
11-Dec-03,4998,5014.7,4940.35,4973.1,4981.416254,144866,9044,721637847,22571,15.58,74.35,-24.9
10-Dec-03,4979,5039,4930,4975.25,4982.804912,179827,9245,896042859,29569,16.44,109,-3.75
09-Dec-03,4950,5008,4945,4975.85,4980.514668,114843,7194,571977246,13713,11.94,63,25.85
08-Dec-03,4899,4934,4866.15,4909.35,4903.221668,118682,7061,581924154,8860,7.47,67.85,10.35
05-Dec-03,5075,5090,4894.5,4912.1,4982.624723,175044,9141,872178562,19143,10.94,195.5,-162.9
04-Dec-03,5090,5099,5010,5059.2,5057.736416,183562,10282,928408212,50307,27.41,89,-30.8
03-Dec-03,5125,5155,5060.15,5086.45,5100.441088,113814,6623,580501602,14936,13.12,94.85,-38.55
02-Dec-03,5250,5270,5076.25,5146.35,5132.982016,145964,9697,749230587,8859,6.07,193.75,-103.65
01-Dec-03,4981.2,5200,4981.2,5176.35,5111.182382,198802,12660,1016113280,45305,22.79,218.8,195.15
28-Nov-03,4944.9,4969,4878,4924.5,4914.149158,111157,7107,546242078,7778,7,91,-20.4
27-Nov-03,4749,4960,4749,4927.8,4890.241841,309178,15471,1511955192,71846,23.24,211,178.8
25-Nov-03,4668,4749,4668,4733.45,4716.35225,131293,8219,619224036,20448,15.57,81,65.45
24-Nov-03,4625,4675,4589,4627.4,4630.965841,130887,8015,606133226,14088,10.76,86,2.4
21-Nov-03,4615,4698.6,4596,4672.05,4650.362034,162576,9368,756037258,29898,18.39,102.6,57.05
20-Nov-03,4710,4735,4590.25,4611.9,4677.395611,151821,9971,710126879,13313,8.77,144.75,-98.1
